"accession","length","host","protein","serotype","country","region","date","name","mutations","age","gender","lineage","vac_strain","fulllength_plus"
"ACA33734","565","Human","HA","H1N1","USA","N","2007/07/17","Influenza A virus (A/South Dakota/06/2007(H1N1))","","","","","","c"
"ACA33794","565","Human","HA","H1N1","USA","N","2007/07/17","Influenza A virus (A/South Dakota/06/2007(H1N1))","","","","","","c"
"ACD47250","565","Human","HA","H1N1","USA","N","2007/07/17","Influenza A virus (A/South Dakota/06/2007(H1N1))","","","","","","c"
"AEI85958","300","Swine","HA","H1N1","USA","N","2007/07/18","Influenza A virus (A/swine/North Carolina/01687/2007(H1N1))","","","","","","p"
"AEI85959","301","Swine","HA","H1N1","USA","N","2007/07/19","Influenza A virus (A/swine/Oklahoma/01688/2007(H1N1))","","","","","","p"
"ABW23343","565","Human","HA","H1N1","USA","N","2007/07/19","Influenza A virus (A/Arkansas/01/2007(H1N1))","","","","","","c"
"ABW23338","565","Human","HA","H1N1","USA","N","2007/07/19","Influenza A virus (A/Arkansas/01/2007(H1N1))","","","","","","c"
"AEI85961","301","Swine","HA","H1N1","USA","N","2007/07/31","Influenza A virus (A/swine/Indiana/01695/2007(H1N1))","","","","","","p"
"AEI85964","294","Swine","HA","H1N1","USA","N","2007/07/31","Influenza A virus (A/swine/Illinois/01698/2007(H1N1))","","","","","","p"
"AEI85965","299","Swine","HA","H1N1","USA","N","2007/08/02","Influenza A virus (A/swine/Illinois/01702/2007(H1N1))","","","","","","p"
"AEI85979","200","Swine","HA","H1N1","USA","N","2007/08/07","Influenza A virus (A/swine/Iowa/01739/2007(H1N1))","","","","","","p"
"AEI85966","301","Swine","HA","H1N1","USA","N","2007/08/08","Influenza A virus (A/swine/Minnesota/01706/2007(H1N1))","","","","","","p"
"AEI85962","300","Swine","HA","H1N1","USA","N","2007/08/08","Influenza A virus (A/swine/South Dakota/01696/2007(H1N1))","","","","","","p"
"AEI85963","300","Swine","HA","H1N1","USA","N","2007/08/08","Influenza A virus (A/swine/South Dakota/01697/2007(H1N1))","","","","","","p"
"AEI85973","301","Swine","HA","H1N1","USA","N","2007/08/08","Influenza A virus (A/swine/Minnesota/01727/2007(H1N1))","","","","","","p"
"AEI85967","299","Swine","HA","H1N1","USA","N","2007/08/10","Influenza A virus (A/swine/Minnesota/01708/2007(H1N1))","","","","","","p"
"AEI85980","302","Swine","HA","H1N1","USA","N","2007/08/15","Influenza A virus (A/swine/Kansas/01740/2007(H1N1))","","","","","","p"
"AEI85978","279","Swine","HA","H1N1","USA","N","2007/08/16","Influenza A virus (A/swine/Michigan/01736/2007(H1N1))","","","","","","p"
"AEI85969","285","Swine","HA","H1N1","USA","N","2007/08/17","Influenza A virus (A/swine/Kansas/01722/2007(H1N1))","","","","","","p"
"ACQ73203","566","Human","HA","H1N1","USA","N","2007/08/17","Influenza A virus (A/Ohio/01/2007(H1N1))","","","","","","c"
"ACQ73204","566","Human","HA","H1N1","USA","N","2007/08/17","Influenza A virus (A/Ohio/02/2007(H1N1))","","","","","","c"
"AEI85968","301","Swine","HA","H1N1","USA","N","2007/08/17","Influenza A virus (A/swine/North Carolina/01721/2007(H1N1))","","","","","","p"
"AHB23756","546","Swine","HA","H1N1","USA","N","2007/08/17","Influenza A virus (A/swine/North Carolina/01721/2007(H1N1))","","","","","","p"
"ACA33701","565","Human","HA","H1N1","USA","N","2007/08/20","Influenza A virus (A/Hawaii/15/2007(H1N1))","","","","","","c"
"ACA33703","565","Human","HA","H1N1","USA","N","2007/08/21","Influenza A virus (A/Hawaii/16/2007(H1N1))","","","","","","c"
"AEI85970","300","Swine","HA","H1N1","USA","N","2007/08/21","Influenza A virus (A/swine/Minnesota/01724/2007(H1N1))","","","","","","p"
"AEI85971","294","Swine","HA","H1N1","USA","N","2007/08/22","Influenza A virus (A/swine/Oklahoma/01725/2007(H1N1))","","","","","","p"
"ACA33704","565","Human","HA","H1N1","USA","N","2007/08/22","Influenza A virus (A/Hawaii/17/2007(H1N1))","","","","","","c"
"AEI85975","301","Swine","HA","H1N1","USA","N","2007/08/24","Influenza A virus (A/swine/Illinois/01730/2007(H1N1))","","","","","","p"
"AEI85981","292","Swine","HA","H1N1","USA","N","2007/08/24","Influenza A virus (A/swine/Oklahoma/01744/2007(H1N1))","","","","","","p"
"AEI85982","300","Swine","HA","H1N1","USA","N","2007/08/28","Influenza A virus (A/swine/Illinois/01746/2007(H1N1))","","","","","","p"
"AEI85983","299","Swine","HA","H1N1","USA","N","2007/08/28","Influenza A virus (A/swine/North Carolina/01748/2007(H1N1))","","","","","","p"
"AEI85984","300","Swine","HA","H1N1","USA","N","2007/08/28","Influenza A virus (A/swine/Iowa/01749/2007(H1N1))","","","","","","p"
"ACA33677","565","Human","HA","H1N1","USA","N","2007/08/29","Influenza A virus (A/Texas/32/2007(H1N1))","","","","","","c"
"AEI85985","258","Swine","HA","H1N1","USA","N","2007/08/30","Influenza A virus (A/swine/Missouri/01750/2007(H1N1))","","","","","","p"
"AEI85976","302","Swine","HA","H1N1","USA","N","2007/08/30","Influenza A virus (A/swine/North Carolina/01733/2007(H1N1))","","","","","","p"
"AEI85977","299","Swine","HA","H1N1","USA","N","2007/08/30","Influenza A virus (A/swine/North Carolina/01734/2007(H1N1))","","","","","","p"
"AEI85988","299","Swine","HA","H1N1","USA","N","2007/08/31","Influenza A virus (A/swine/Illinois/01764/2007(H1N1))","","","","","","p"
"ACD45750","348","Human","HA","H1N1","Honduras","T","2007/09/02","Influenza A virus (A/Honduras/AF1269/2007(H1N1))","","","","","","p"
"ACD45751","348","Human","HA","H1N1","Honduras","T","2007/09/02","Influenza A virus (A/Honduras/AF1270/2007(H1N1))","","","","","","p"
"AEI86084","299","Swine","HA","H1N1","USA","N","2007/09/06","Influenza A virus (A/swine/North Carolina/01932/2007(H1N1))","","","","","","p"
"AEI85989","301","Swine","HA","H1N1","USA","N","2007/09/12","Influenza A virus (A/swine/Oklahoma/01767/2007(H1N1))","","","","","","p"
"AEI85991","299","Swine","HA","H1N1","USA","N","2007/09/14","Influenza A virus (A/swine/Kansas/01771/2007(H1N1))","","","","","","p"
"ACA33702","565","Human","HA","H1N1","USA","N","2007/09/18","Influenza A virus (A/Idaho/11/2007(H1N1))","","","","","","c"
"AEI85992","301","Swine","HA","H1N1","USA","N","2007/09/20","Influenza A virus (A/swine/North Carolina/01773/2007(H1N1))","","","","","","p"
"AEI85994","200","Swine","HA","H1N1","USA","N","2007/09/28","Influenza A virus (A/swine/Kansas/01779/2007(H1N1))","","","","","","p"
"ACA33672","565","Human","HA","H1N1","USA","N","2007/10/01","Influenza A virus (A/Hawaii/31/2007(H1N1))","","","","","","c"
"ACA33722","565","Human","HA","H1N1","USA","N","2007/10/01","Influenza A virus (A/Hawaii/31/2007(H1N1))","","","","","","c"
"ACA33740","565","Human","HA","H1N1","USA","N","2007/10/02","Influenza A virus (A/California/28/2007(H1N1))","","","","","","c"
"AHB22508","566","Swine","HA","H1N1","Canada","N","2007/10/02","Influenza A virus (A/swine/Manitoba/01781/2007(H1N1))","","","","","","c"
"AHB22141","566","Swine","HA","H1N1","Canada","N","2007/10/02","Influenza A virus (A/swine/Manitoba/01781/2007(H1N1))","","","","","","c"
"AEI85995","300","Swine","HA","H1N1","Canada","N","2007/10/02","Influenza A virus (A/swine/Manitoba/01781/2007(H1N1))","","","","","","p"
"ACA33723","565","Human","HA","H1N1","USA","N","2007/10/03","Influenza A virus (A/Hawaii/19/2007(H1N1))","","","","","","c"
"ACA33736","565","Human","HA","H1N1","USA","N","2007/10/03","Influenza A virus (A/Georgia/08/2007(H1N1))","","","","","","c"
"ACA33731","565","Human","HA","H1N1","USA","N","2007/10/03","Influenza A virus (A/Hawaii/19/2007(H1N1))","","","","","","c"
"ACA33733","565","Human","HA","H1N1","USA","N","2007/10/04","Influenza A virus (A/Washington/27/2007(H1N1))","","","","","","c"
"ACD45733","376","Human","HA","H1N1","USA","N","2007/10/04","Influenza A virus (A/Hawaii/AF1252/2007(H1N1))","","3","F","","","p"
"ACD45732","353","Human","HA","H1N1","USA","N","2007/10/05","Influenza A virus (A/Hawaii/AF1251/2007(H1N1))","","6","M","","","p"
"AEI85996","294","Swine","HA","H1N1","USA","N","2007/10/05","Influenza A virus (A/swine/Illinois/01790/2007(H1N1))","","","","","","p"
"AEI86005","299","Swine","HA","H1N1","USA","N","2007/10/05","Influenza A virus (A/swine/Illinois/01812/2007(H1N1))","","","","","","p"
"AEI85997","300","Swine","HA","H1N1","USA","N","2007/10/08","Influenza A virus (A/swine/Minnesota/01791/2007(H1N1))","","","","","","p"
"AEI85998","289","Swine","HA","H1N1","USA","N","2007/10/08","Influenza A virus (A/swine/Minnesota/01792/2007(H1N1))","","","","","","p"
"AEI85999","302","Swine","HA","H1N1","USA","N","2007/10/09","Influenza A virus (A/swine/North Carolina/01793/2007(H1N1))","","","","","","p"
"ACA33726","565","Human","HA","H1N1","USA","N","2007/10/10","Influenza A virus (A/Hawaii/35/2007(H1N1))","","","","","","c"
"AEI86000","302","Swine","HA","H1N1","USA","N","2007/10/11","Influenza A virus (A/swine/Minnesota/01795/2007(H1N1))","","","","","","p"
"AEI86006","290","Swine","HA","H1N1","USA","N","2007/10/11","Influenza A virus (A/swine/Minnesota/01813/2007(H1N1))","","","","","","p"
"AEI86003","299","Swine","HA","H1N1","USA","N","2007/10/12","Influenza A virus (A/swine/Kansas/01805/2007(H1N1))","","","","","","p"
"AEI86001","299","Swine","HA","H1N1","USA","N","2007/10/12","Influenza A virus (A/swine/Kansas/01796/2007(H1N1))","","","","","","p"
"AEI86002","297","Swine","HA","H1N1","USA","N","2007/10/15","Influenza A virus (A/swine/Kansas/01797/2007(H1N1))","","","","","","p"
"ACA33730","565","Human","HA","H1N1","USA","N","2007/10/15","Influenza A virus (A/Texas/41/2007(H1N1))","","","","","","c"
"ACA33778","565","Human","HA","H1N1","USA","N","2007/10/15","Influenza A virus (A/Colorado/25/2007(H1N1))","","","","","","c"
"ACD45734","353","Human","HA","H1N1","USA","N","2007/10/15","Influenza A virus (A/Hawaii/AF1253/2007(H1N1))","","20","M","","","p"
"ACD45735","379","Human","HA","H1N1","USA","N","2007/10/16","Influenza A virus (A/Hawaii/AF1254/2007(H1N1))","","24","F","","","p"
"AEI86004","302","Swine","HA","H1N1","USA","N","2007/10/18","Influenza A virus (A/swine/North Carolina/01808/2007(H1N1))","","","","","","p"
"AEI86008","200","Swine","HA","H1N1","USA","N","2007/10/18","Influenza A virus (A/swine/Texas/01820/2007(H1N1))","","","","","","p"
"AEI86009","300","Swine","HA","H1N1","USA","N","2007/10/18","Influenza A virus (A/swine/North Carolina/01821/2007(H1N1))","","","","","","p"
"AEI86085","301","Swine","HA","H1N1","USA","N","2007/10/18","Influenza A virus (A/swine/North Carolina/01935/2007(H1N1))","","","","","","p"
"ACD45736","379","Human","HA","H1N1","USA","N","2007/10/19","Influenza A virus (A/Hawaii/AF1255/2007(H1N1))","","17","F","","","p"
"ACA33728","565","Human","HA","H1N1","USA","N","2007/10/19","Influenza A virus (A/Hawaii/18/2007(H1N1))","","","","","","c"
"ACA33724","565","Human","HA","H1N1","USA","N","2007/10/22","Influenza A virus (A/Hawaii/21/2007(H1N1))","","","","","","c"
"ACA33737","565","Human","HA","H1N1","USA","N","2007/10/22","Influenza A virus (A/Hawaii/28/2007(H1N1))","","","","","","c"
"ACA33739","565","Human","HA","H1N1","USA","N","2007/10/22","Influenza A virus (A/Hawaii/28/2007(H1N1))","","","","","","c"
"ACD45737","375","Human","HA","H1N1","USA","N","2007/10/22","Influenza A virus (A/Hawaii/AF1256/2007(H1N1))","","5","F","","","p"
"AHB23745","566","Swine","HA","H1N1","USA","N","2007/10/23","Influenza A virus (A/swine/North Carolina/SG1279/2007(H1N1))","","","","","","c"
"ACA33803","565","Human","HA","H1N1","USA","N","2007/10/24","Influenza A virus (A/California/27/2007(H1N1))","","","","","","c"
"ACD45738","353","Human","HA","H1N1","USA","N","2007/10/25","Influenza A virus (A/Hawaii/AF1257/2007(H1N1))","","24","M","","","p"
"ACA33738","565","Human","HA","H1N1","USA","N","2007/10/25","Influenza A virus (A/Minnesota/25/2007(H1N1))","","","","","","c"
"ACA33729","565","Human","HA","H1N1","USA","N","2007/10/25","Influenza A virus (A/Hawaii/20/2007(H1N1))","","","","","","c"
"AEI86086","299","Swine","HA","H1N1","USA","N","2007/10/25","Influenza A virus (A/swine/North Carolina/01936/2007(H1N1))","","","","","","p"
"AEI86016","200","Swine","HA","H1N1","USA","N","2007/10/25","Influenza A virus (A/swine/Oklahoma/01829/2007(H1N1))","","","","","","p"
"AHB21183","566","Swine","HA","H1N1","USA","N","2007/10/25","Influenza A virus (A/swine/Texas/SG1271/2007(H1N1))","","","","","","c"
"AEI86017","200","Swine","HA","H1N1","USA","N","2007/10/26","Influenza A virus (A/swine/Kansas/01830/2007(H1N1))","","","","","","p"
"AEI86018","200","Swine","HA","H1N1","USA","N","2007/10/26","Influenza A virus (A/swine/Minnesota/01831/2007(H1N1))","","","","","","p"
"AEI86019","200","Swine","HA","H1N1","USA","N","2007/10/26","Influenza A virus (A/swine/Minnesota/01832/2007(H1N1))","","","","","","p"
"AEI86010","200","Swine","HA","H1N1","USA","N","2007/10/26","Influenza A virus (A/swine/Oklahoma/01823/2007(H1N1))","","","","","","p"
"AEI86011","300","Swine","HA","H1N1","USA","N","2007/10/26","Influenza A virus (A/swine/Texas/01824/2007(H1N1))","","","","","","p"
"AEI86007","302","Swine","HA","H1N1","USA","N","2007/10/26","Influenza A virus (A/swine/Missouri/01819/2007(H1N1))","","","","","","p"
"AEI86015","200","Swine","HA","H1N1","USA","N","2007/10/26","Influenza A virus (A/swine/Oklahoma/01828/2007(H1N1))","","","","","","p"
"ACD45763","358","Human","HA","H1N1","USA","N","2007/10/29","Influenza A virus (A/Texas/AF1329/2007(H1N1))","","21","M","","","p"
"ACD45764","361","Human","HA","H1N1","USA","N","2007/10/29","Influenza A virus (A/Texas/AF1330/2007(H1N1))","","39","M","","","p"
"ACH69176","353","Human","HA","H1N1","Honduras","T","2007/10/29","Influenza A virus (A/Honduras/AF1970/2007(H1N1))","","","","","","p"
"ACD45746","353","Human","HA","H1N1","USA","N","2007/10/30","Influenza A virus (A/Hawaii/AF1265/2007(H1N1))","","12","F","","","p"
"AEI86020","200","Swine","HA","H1N1","USA","N","2007/10/30","Influenza A virus (A/swine/Minnesota/01835/2007(H1N1))","","","","","","p"
"AEI86022","200","Swine","HA","H1N1","USA","N","2007/10/31","Influenza A virus (A/swine/Minnesota/01837/2007(H1N1))","","","","","","p"
"AEI86023","200","Swine","HA","H1N1","USA","N","2007/10/31","Influenza A virus (A/swine/Minnesota/01838/2007(H1N1))","","","","","","p"
"AEI86012","302","Swine","HA","H1N1","USA","N","2007/10/31","Influenza A virus (A/swine/Oklahoma/01825/2007(H1N1))","","","","","","p"
"AEI86013","299","Swine","HA","H1N1","USA","N","2007/10/31","Influenza A virus (A/swine/Kansas/01826/2007(H1N1))","","","","","","p"
"ACD45739","379","Human","HA","H1N1","USA","N","2007/10/31","Influenza A virus (A/Hawaii/AF1258/2007(H1N1))","","9","F","","","p"
"ACA33793","565","Human","HA","H1N1","USA","N","2007/10/31","Influenza A virus (A/Colorado/26/2007(H1N1))","","","","","","c"
"ACA33741","565","Human","HA","H1N1","USA","N","2007/11/01","Influenza A virus (A/Florida/05/2007(H1N1))","","","","","","c"
"AEI86024","199","Swine","HA","H1N1","USA","N","2007/11/01","Influenza A virus (A/swine/Minnesota/01839/2007(H1N1))","","","","","","p"
"AEI86025","300","Swine","HA","H1N1","USA","N","2007/11/01","Influenza A virus (A/swine/Minnesota/01840/2007(H1N1))","","","","","","p"
"AEI86028","200","Swine","HA","H1N1","USA","N","2007/11/01","Influenza A virus (A/swine/Minnesota/01844/2007(H1N1))","","","","","","p"
"AEI86029","200","Swine","HA","H1N1","USA","N","2007/11/01","Influenza A virus (A/swine/Minnesota/01845/2007(H1N1))","","","","","","p"
"ACD45740","353","Human","HA","H1N1","USA","N","2007/11/02","Influenza A virus (A/Hawaii/AF1259/2007(H1N1))","","10","M","","","p"
"ACD45741","353","Human","HA","H1N1","USA","N","2007/11/02","Influenza A virus (A/Hawaii/AF1260/2007(H1N1))","","6","M","","","p"
"ACD45742","351","Human","HA","H1N1","USA","N","2007/11/02","Influenza A virus (A/Hawaii/AF1261/2007(H1N1))","","11","F","","","p"
"ACD47255","565","Human","HA","H1N1","USA","N","2007/11/02","Influenza A virus (A/Hawaii/42/2007(H1N1))","","","","","","c"
"AGL33585","309","Human","HA","H1N1","Cuba","T","2007/11/02","Influenza A virus (A/Habana/352/2007(H1N1))","","","","","","p"
"AGL33586","309","Human","HA","H1N1","Cuba","T","2007/11/05","Influenza A virus (A/Habana/353/2007(H1N1))","","","","","","p"
"ACD45743","353","Human","HA","H1N1","USA","N","2007/11/06","Influenza A virus (A/Hawaii/AF1262/2007(H1N1))","","7","F","","","p"
"ACA33807","565","Human","HA","H1N1","USA","N","2007/11/06","Influenza A virus (A/Washington/28/2007(H1N1))","","","","","","c"
"ACA33782","565","Human","HA","H1N1","USA","N","2007/11/06","Influenza A virus (A/Colorado/27/2007(H1N1))","","","","","","c"
"ACA33725","565","Human","HA","H1N1","USA","N","2007/11/06","Influenza A virus (A/Washington/28/2007(H1N1))","","","","","","c"
"AEI86014","301","Swine","HA","H1N1","USA","N","2007/11/06","Influenza A virus (A/swine/Illinois/01827/2007(H1N1))","","","","","","p"
"AEI86031","300","Swine","HA","H1N1","USA","N","2007/11/07","Influenza A virus (A/swine/North Carolina/01852/2007(H1N1))","","","","","","p"
"AEI86032","301","Swine","HA","H1N1","USA","N","2007/11/07","Influenza A virus (A/swine/North Carolina/01853/2007(H1N1))","","","","","","p"
"AEI86026","301","Swine","HA","H1N1","USA","N","2007/11/07","Influenza A virus (A/swine/Minnesota/01842/2007(H1N1))","","","","","","p"
"ACA33776","565","Human","HA","H1N1","USA","N","2007/11/07","Influenza A virus (A/Hawaii/39/2007(H1N1))","","","","","","c"
"ACD45744","353","Human","HA","H1N1","USA","N","2007/11/07","Influenza A virus (A/Hawaii/AF1263/2007(H1N1))","","14","M","","","p"
"ACF40114","565","Human","HA","H1N1","USA","N","2007/11/07","Influenza A virus (A/Hawaii/39/2007(H1N1))","","","","","","c"
"AEI86087","299","Swine","HA","H1N1","USA","N","2007/11/08","Influenza A virus (A/swine/North Carolina/01937/2007(H1N1))","","","","","","p"
"ACA33786","565","Human","HA","H1N1","USA","N","2007/11/12","Influenza A virus (A/Colorado/21/2007(H1N1))","","","","","","c"
"ACA33673","565","Human","HA","H1N1","USA","N","2007/11/12","Influenza A virus (A/Colorado/21/2007(H1N1))","","","","","","c"
"ACA33735","565","Human","HA","H1N1","USA","N","2007/11/13","Influenza A virus (A/Pennsylvania/10/2007(H1N1))","","","","","","c"
"ACD45745","353","Human","HA","H1N1","USA","N","2007/11/13","Influenza A virus (A/Hawaii/AF1264/2007(H1N1))","","11","M","","","p"
"ACB11812","565","Human","HA","H1N1","USA","N","2007/11/14","Influenza A virus (A/Hawaii/38/2007(H1N1))","","","","","","c"
"ACB11784","565","Human","HA","H1N1","USA","N","2007/11/14","Influenza A virus (A/Arizona/04/2007(H1N1))","","","","","","c"
"ACA33783","565","Human","HA","H1N1","USA","N","2007/11/14","Influenza A virus (A/Hawaii/38/2007(H1N1))","","","","","","c"
"ACD47254","565","Human","HA","H1N1","USA","N","2007/11/14","Influenza A virus (A/Hawaii/43/2007(H1N1))","","","","","","c"
"AEI86027","301","Swine","HA","H1N1","USA","N","2007/11/14","Influenza A virus (A/swine/Kansas/01843/2007(H1N1))","","","","","","p"
"AEI86035","299","Swine","HA","H1N1","USA","N","2007/11/14","Influenza A virus (A/swine/North Carolina/01856/2007(H1N1))","","","","","","p"
"AEI86036","301","Swine","HA","H1N1","USA","N","2007/11/14","Influenza A virus (A/swine/Minnesota/01857/2007(H1N1))","","","","","","p"
"AEI86034","299","Swine","HA","H1N1","USA","N","2007/11/14","Influenza A virus (A/swine/North Carolina/01855/2007(H1N1))","","","","","","p"
